"SYMBOL","COMPANY NAME","SUBJECT","DETAILS","BROADCAST DATE/TIME","RECEIPT","DISSEMINATION","DIFFERENCE","ATTACHMENT"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release -  The Warehouse Group Selects TCS to Lead Strategic IT Transformation Initiatives'.","15-Sep-2025 10:00:15","2025-09-15 10:00:15","15-Sep-2025 10:00:16","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_15092025095415_PR_15Sep25_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release - TCS Signs Landmark MoU with C-DAC to Strengthen India's Sovereign Cloud Infrastructure'.","12-Sep-2025 11:00:06","2025-09-12 11:00:06","12-Sep-2025 11:00:06","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_12092025105325_PR_12Sep25_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release -   TCS Unveils Chiplet-Based System Engineering Services to Accelerate Semiconductor Innovation'.","11-Sep-2025 11:00:03","2025-09-11 11:00:03","11-Sep-2025 11:00:04","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_11092025105102_PR_11Sep25_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release - AI and Digital Twins Set to Redefine Aerospace by 2035, reveals TCS Study'.","10-Sep-2025 18:11:14","2025-09-10 18:11:14","10-Sep-2025 18:11:14","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_10092025181058_PR_10Sep25_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release - TCS and CEA Partner to Advance Physical AI Research and Innovation in France'.","09-Sep-2025 11:00:07","2025-09-09 11:00:07","09-Sep-2025 11:00:08","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_09092025105130_PR_09Sep25_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Intimation under Regulation 30 of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015'.","06-Sep-2025 11:59:04","2025-09-06 11:59:04","06-Sep-2025 11:59:06","00:00:02","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_06092025115729_SEInt06092025_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release - TCS Selected by the Government of Odisha to Build Next-Gen, AI-enabled Integrated Financial Management System'.","05-Sep-2025 10:30:06","2025-09-05 10:30:06","05-Sep-2025 10:30:07","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_05092025101905_PR_05Sep25_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release - TCS, IIT Kanpur Partner to Pioneer AI-Powered Urban Planning for Sustainable Cities'.","03-Sep-2025 13:19:27","2025-09-03 13:19:27","03-Sep-2025 13:19:28","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_03092025131916_PR_03Sep25_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release- TCS partners with Tryg on a   550M Deal to Propel Growth with Comprehensive Digital Transformation Over the Next 7 Years'.","02-Sep-2025 15:36:47","2025-09-02 15:36:47","02-Sep-2025 15:36:48","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_02092025153636_PR_02Sep25_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release -  TCS Completes One of UK's Largest Policy Migrations for Lloyds Banking Group's Scottish Widows'.","01-Sep-2025 11:00:12","2025-09-01 11:00:12","01-Sep-2025 11:00:13","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_01092025105133_PR_01Sep25_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release-Philippines Pharma Major, Unilab, Selects TCS for Cloud-Led Enterprise Modernization'.","28-Aug-2025 11:00:43","2025-08-28 11:00:43","28-Aug-2025 11:00:44","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_28082025105333_PR_28Aug25_signed.pdf"
"TCS","Tata Consultancy Services Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Tata Consultancy Services Limited has informed the Exchange about Schedule of meet","25-Aug-2025 17:30:41","2025-08-25 17:30:41","25-Aug-2025 17:30:42","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_25082025172751_SEint25082025.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release - TCS enables ICICI Lombard to Deliver a Fully Automated Multi-Region Disaster Recovery on AWS Cloud'.","25-Aug-2025 11:00:07","2025-08-25 11:00:07","25-Aug-2025 11:00:08","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_25082025105158_PR_25Aug25_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release-Finnish Retailer Kesko Partners with TCS to Drive AI-Powered Retail Transformation'.","20-Aug-2025 14:30:12","2025-08-20 14:30:12","20-Aug-2025 14:30:13","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_20082025142506_PR_20Aug25_signed.pdf"
"TCS","Tata Consultancy Services Limited","Copy of Newspaper Publication","Tata Consultancy Services Limited has informed the Exchange about Copy of Newspaper Publication","19-Aug-2025 18:16:38","2025-08-19 18:16:38","19-Aug-2025 18:16:39","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_19082025181538_SE_Intimation19082025_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release-TCS Launches New AI-enhanced Operations Center in Latin America'.","19-Aug-2025 11:00:07","2025-08-19 11:00:07","19-Aug-2025 11:00:07","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_19082025105223_PR_19Aug25_signed.pdf"
"TCS","Tata Consultancy Services Limited","Copy of Newspaper Publication","Tata Consultancy Services Limited has informed the Exchange about Copy of Newspaper Publication","13-Aug-2025 19:03:41","2025-08-13 19:03:41","13-Aug-2025 19:03:42","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_13082025185750_SEInt13082025s.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release - TCS Partners with Now Corporation to Power Philippines' Sovereign Data Cloud and Financial Inclusivity'.","11-Aug-2025 13:59:58","2025-08-11 13:59:58","11-Aug-2025 13:59:59","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_11082025135238_PR_11Aug25_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release-TCS Extends Partnership with Weatherford International to Enable AI Driven Business Transformation'.","05-Aug-2025 10:59:40","2025-08-05 10:59:40","05-Aug-2025 10:59:41","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_05082025105112_PR_05Aug25_signed.pdf"
"TCS","Tata Consultancy Services Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Tata Consultancy Services Limited has informed the Exchange about Schedule of meet","31-Jul-2025 16:55:02","2025-07-31 16:55:02","31-Jul-2025 16:55:03","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_31072025165352_SEInt31072025.pdf"
"TCS","Tata Consultancy Services Limited","Copy of Newspaper Publication","Tata Consultancy Services Limited has informed the Exchange about Copy of Newspaper Publication","19-Jul-2025 19:39:37","2025-07-19 19:39:37","19-Jul-2025 19:39:38","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_19072025193826_SE_Intimation_19072025.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release - TCS Ranked Among Top 20 Global Technology Brands in Brand Finance Tech 100 2025 List'.","17-Jul-2025 12:11:06","2025-07-17 12:11:06","17-Jul-2025 12:11:07","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_17072025121041_PR17Jul25signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release - TCS & MIT Sloan Management Review Launch New Research Series; Unveil Roadmap for Human-AI collaboration in Enterprises'.","15-Jul-2025 18:31:28","2025-07-15 18:31:28","15-Jul-2025 18:31:28","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_15072025183052_SEint15072025_signed.pdf"
"TCS","Tata Consultancy Services Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Tata Consultancy Services Limited has informed the Exchange about Transcript","14-Jul-2025 19:08:14","2025-07-14 19:08:14","14-Jul-2025 19:08:15","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_14072025190635_SEint14172025_signed.pdf"
"TCS","Tata Consultancy Services Limited","Copy of Newspaper Publication","Tata Consultancy Services Limited has informed the Exchange about Copy of Newspaper Publication","12-Jul-2025 15:56:35","2025-07-12 15:56:35","12-Jul-2025 15:56:36","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_12072025155621_SE_Intimation_Newpaper_Advt_Financials_Q1_signed.pdf"
"TCS","Tata Consultancy Services Limited","Copy of Newspaper Publication","Tata Consultancy Services Limited has informed the Exchange about Copy of Newspaper Publication","11-Jul-2025 19:56:29","2025-07-11 19:56:29","11-Jul-2025 19:56:30","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_11072025195559_SEint11072025_signed.pdf"
"TCS","Tata Consultancy Services Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Tata Consultancy Services Limited has informed the Exchange about Link of Recording","10-Jul-2025 23:16:47","2025-07-10 23:16:47","10-Jul-2025 23:16:49","00:00:02","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_10072025231618_SEint10072025.pdf"
"TCS","Tata Consultancy Services Limited","General Updates","Tata Consultancy Services Limited has informed the Exchange about Date of Payment of Dividend","10-Jul-2025 16:03:11","2025-07-10 16:03:11","10-Jul-2025 16:03:12","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_10072025160231_SEIntfinancials.pdf"
"TCS","Tata Consultancy Services Limited","Press Release","Tata Consultancy Services Limited has informed the Exchange regarding a press release dated July 10, 2025, titled ""Robust Order Book and Operational Resilience mark TCS  Q1"".","10-Jul-2025 16:01:19","2025-07-10 16:01:19","10-Jul-2025 16:01:21","00:00:02","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_10072025160055_BM_Outcome_-_July_2025__pressrelease.pdf"
"TCS","Tata Consultancy Services Limited","Dividend","Tata Consultancy Services Limited has informed the Exchange that Board of Directors at its meeting held on July 10, 2025, declared Interim Dividend of Rs. 11 per equity share.","10-Jul-2025 15:59:34","2025-07-10 15:59:34","10-Jul-2025 15:59:35","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_10072025155909_SEIntfinancials.pdf"
"TCS","Tata Consultancy Services Limited","Outcome of Board Meeting","Tata Consultancy Services Limited has submitted to the Exchange, the financial results for the period ended Jun 30, 2025.","10-Jul-2025 15:57:29","2025-07-10 15:57:29","10-Jul-2025 15:57:31","00:00:02","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_10072025155700_SEIntfinancials.pdf"
"TCS","Tata Consultancy Services Limited","Credit Rating- Revision","Tata Consultancy Services Limited has informed the Exchange about Credit Rating- Revision","04-Jul-2025 18:49:20","2025-07-04 18:49:20","04-Jul-2025 18:49:21","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_04072025184735_SEint04072025_signed.pdf"
"TCS","Tata Consultancy Services Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Tata Consultancy Services Limited has informed the Exchange about Schedule of meet","30-Jun-2025 19:13:30","2025-06-30 19:13:30","30-Jun-2025 19:13:32","00:00:02","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_30062025191154_signedSEint30062025.pdf"
"TCS","Tata Consultancy Services Limited","Copy of Newspaper Publication","Tata Consultancy Services Limited has informed the Exchange about Copy of Newspaper Publication","28-Jun-2025 16:36:55","2025-06-28 16:36:55","28-Jun-2025 16:36:56","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_28062025163553_SEInt28062025_signed.pdf"
"TCS","Tata Consultancy Services Limited","Record Date","Tata Consultancy Services Limited has informed the Exchange that Record date for the purpose of Dividend  is 16-Jul-2025.","27-Jun-2025 18:49:53","2025-06-27 18:49:53","27-Jun-2025 18:49:54","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_27062025184839_Pre_Board_meeting_intimation_-_July_2025_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release-TCS Accelerates Software-Defined Vehicle Innovation in Europe with Launch of Three New Hubs'.","20-Jun-2025 16:00:06","2025-06-20 16:00:06","20-Jun-2025 16:00:07","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_20062025155539_PR_20June25_signed.pdf"
"TCS","Tata Consultancy Services Limited","Shareholders meeting","Tata Consultancy Services Limited has informed the Exchange regarding Proceedings of Annual General Meeting held on June 19, 2025. Further, the Company has submitted the Exchange a copy of Srutinizers report along with voting results.","19-Jun-2025 22:19:35","2025-06-19 22:19:35","19-Jun-2025 22:19:36","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_19062025221526_SEINT19062025_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release-Council of Europe Development Bank Partners with TCS to Transform Reconciliation Processes'.","16-Jun-2025 16:00:19","2025-06-16 16:00:19","16-Jun-2025 16:00:19","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_16062025155252_PR_16June25_4pm_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release-TCS Partners with Denmark's Largest Retailer, Salling Group, to Drive Digital Transformation and AI Enabled Cloud Migration'.","16-Jun-2025 11:05:46","2025-06-16 11:05:46","16-Jun-2025 11:05:47","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_16062025110528_PR_16June25_final_signed.pdf"
"TCS","Tata Consultancy Services Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Tata Consultancy Services Limited has informed the Exchange about Schedule of meet","09-Jun-2025 18:41:15","2025-06-09 18:41:15","09-Jun-2025 18:41:16","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_09062025184050_SEInt09062025_signed.pdf"
"TCS","Tata Consultancy Services Limited","Credit Rating- New","Tata Consultancy Services Limited has informed the Exchange about Credit Rating- New","06-Jun-2025 19:21:27","2025-06-06 19:21:27","06-Jun-2025 19:21:27","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_06062025192058_SEint06062025_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release - Virgin Atlantic and TCS Extend Two-Decade Partnership to Modernize Airline Operations with AI-led Solutions'.","03-Jun-2025 13:00:47","2025-06-03 13:00:47","03-Jun-2025 13:00:49","00:00:02","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_03062025125319_PR_3June25_signed.pdf"
"TCS","Tata Consultancy Services Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Tata Consultancy Services Limited has informed the Exchange about Schedule of meet","02-Jun-2025 18:43:04","2025-06-02 18:43:04","02-Jun-2025 18:43:06","00:00:02","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_02062025184110_SEint02062025_signed.pdf"
"TCS","Tata Consultancy Services Limited","Copy of Newspaper Publication","Tata Consultancy Services Limited has informed Stock Exchange about the copy of newspaper publication regarding e-voting information for 30th Annual General Meeting of the Company.","28-May-2025 17:06:34","2025-05-28 17:06:34","28-May-2025 17:06:34","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_28052025170625_SEInt28052025_signed.pdf"
"TCS","Tata Consultancy Services Limited","General Updates","Tata Consultancy Services Limited has informed the Exchange about letter sent to Members providing web link of Integrated Annual Report 2024-25.","28-May-2025 17:00:10","2025-05-28 17:00:10","28-May-2025 17:00:11","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_28052025170000_SE_Letter_Final_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Business Responsibility and Sustainability Report for the financial year 2024-25'.","27-May-2025 23:37:22","2025-05-27 23:37:22","27-May-2025 23:37:24","00:00:02","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_27052025233643_BRSRSEint27052025_signed.pdf"
"TCS","Tata Consultancy Services Limited","Shareholders meeting","Tata Consultancy Services Limited has informed the Exchange regarding Notice of Annual General Meeting to be held on Jun 19, 2025","27-May-2025 23:29:56","2025-05-27 23:29:56","27-May-2025 23:29:56","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_27052025232337_ARSEint27052025_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release-TCS to Steer Cloud Migration Program for Finnish Telecom Leader DNA in a Five-Year Partnership'.","22-May-2025 10:59:40","2025-05-22 10:59:40","22-May-2025 10:59:41","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_22052025105202_PR_22May25_final_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Intimation under Regulation 30 of the SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015'.","21-May-2025 09:15:20","2025-05-21 09:15:20","21-May-2025 09:15:21","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_21052025091507_SEReg30_21052025.pdf"
"TCS","Tata Consultancy Services Limited","Copy of Newspaper Publication","Tata Consultancy Services Limited has informed the Exchange about Copy of Newspaper Publication","20-May-2025 19:51:12","2025-05-20 19:51:12","20-May-2025 19:51:13","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_20052025195052_SEInt20052025.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release-TCS Recognized as One of the World's Top 50 Brands by Kantar BrandZ; Brand Value Soars 28% YoY to $57.3Bn'.","15-May-2025 10:30:09","2025-05-15 10:30:09","15-May-2025 10:30:10","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_15052025102327_PR_15May25_final_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release-TCS Partners with Khan Bank to Future-Proof its Operations, Enhance Customer Experience and Propel Innovation leveraging AI and ML'.","14-May-2025 09:29:52","2025-05-14 09:29:52","14-May-2025 09:29:53","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_14052025092409_PR14May25signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release-TCS Partners with Dhofar Insurance Company to Transform its Core Insurance Platform'.","12-May-2025 11:00:27","2025-05-12 11:00:27","12-May-2025 11:00:28","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_12052025105301_PR_12May25_final_signed.pdf"
"TCS","Tata Consultancy Services Limited","Copy of Newspaper Publication","Tata Consultancy Services Limited has informed the Exchange about Copy of Newspaper Publication","08-May-2025 19:51:13","2025-05-08 19:51:13","08-May-2025 19:51:14","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_08052025195104_SEInt16042025v1_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release-TCS Launches GenAI and Agentic AI-Powered TCS MasterCraft TM to Help Enterprises Swiftly Modernize Legacy Systems'.","06-May-2025 12:00:13","2025-05-06 12:00:13","06-May-2025 12:00:13","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_06052025115345_PR_06May25_final_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release - Jazeera Airways Partners with Tata Consultancy Services to Power AI-led Transformation, Reimagine Digital Customer Experience'.","03-May-2025 14:31:10","2025-05-03 14:31:10","03-May-2025 14:31:10","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_03052025142856_signedPR03May25.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release - IBM, Tata Consultancy Services and Government of Andhra Pradesh to Deploy India s Largest Quantum Computer in the Country s First Quantum Valley Tech Park'.","02-May-2025 12:09:37","2025-05-02 12:09:37","02-May-2025 12:09:38","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_02052025120857_Press_Release-2nd_May_25.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Disclosure under Regulation 30(5) of SEBI (Listing Obligations and Disclosure Requirements) Regulations, 2015'.","01-May-2025 11:58:41","2025-05-01 11:58:41","01-May-2025 11:58:42","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_01052025115818_Reg_30_5__disclosure_signed.pdf"
"TCS","Tata Consultancy Services Limited","General Updates","Tata Consultancy Services Limited has informed the Exchange about General Updates","30-Apr-2025 23:13:06","2025-04-30 23:13:06","30-Apr-2025 23:13:06","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_30042025231231_SE_Disclosure_TRIL_Update_v2_signed.pdf"
"TCS","Tata Consultancy Services Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Tata Consultancy Services Limited has informed the Exchange about Schedule of meet","30-Apr-2025 21:39:50","2025-04-30 21:39:50","30-Apr-2025 21:39:50","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_30042025213941_SEInt30042025_signed.pdf"
"TCS","Tata Consultancy Services Limited","General Updates","Tata Consultancy Services Limited has informed the Exchange about intimation of payment date for Final Dividend on Equity Shares for the Financial Year 2024-25","30-Apr-2025 21:32:20","2025-04-30 21:32:20","30-Apr-2025 21:32:20","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_30042025213149_Record_Date_Intimation_signed.pdf"
"TCS","Tata Consultancy Services Limited","Record Date","Tata Consultancy Services Limited has informed the Exchange that Record date for the purpose of Final Dividend  is 04-Jun-2025.","30-Apr-2025 21:30:15","2025-04-30 21:30:15","30-Apr-2025 21:30:15","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_30042025212952_Record_Date_Intimation_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Intimation Of Date of Annual General Meeting of the Company'.","30-Apr-2025 21:27:22","2025-04-30 21:27:22","30-Apr-2025 21:27:22","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_30042025212703_Record_Date_Intimation_signed.pdf"
"TCS","Tata Consultancy Services Limited","Copy of Newspaper Publication","Tata Consultancy Services Limited has informed the Exchange about Copy of Newspaper Publication","30-Apr-2025 19:53:59","2025-04-30 19:53:59","30-Apr-2025 19:54:00","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_30042025195331_SEInt30042025_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release- TCS Collaborates with SAP to Enable Enterprise-wide GenAI and Cloud Adoption For its Customers'.","30-Apr-2025 11:06:43","2025-04-30 11:06:43","30-Apr-2025 11:06:43","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_30042025110616_FinalsignedPR30APR2025.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release - Accelerating India: TCS Launches Next-Gen Capabilities to Power the Country s Ambitions toward Leadership in Deep-Tech'.","24-Apr-2025 15:35:55","2025-04-24 15:35:55","24-Apr-2025 15:35:55","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_24042025153502_PR24AprilTCSsigned.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press release - TCS Sponsored Marathons Generate $2.25 Billion for Local Economies and Spark $279 Million in Donations to Charity; Boosts the TCS Brand Globally '.","24-Apr-2025 13:31:00","2025-04-24 13:31:00","24-Apr-2025 13:31:00","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_24042025133026_PR24Apr25130pm_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release-ICICI Securities Partners with TCS to upgrade its Retail Trading Platform'.","22-Apr-2025 12:00:11","2025-04-22 12:00:11","22-Apr-2025 12:00:11","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_22042025115048_PR_22Apr25_final_signed.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding ''.","18-Apr-2025 19:34:10","2025-04-18 19:34:10","18-Apr-2025 19:34:10","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_18042025193304_SEInt18042025signed.pdf"
"TCS","Tata Consultancy Services Limited","Credit Rating- New","Tata Consultancy Services Limited has informed the Exchange about Credit Rating- New","18-Apr-2025 17:57:58","2025-04-18 17:57:58","18-Apr-2025 17:57:58","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_18042025175730_SEInt18042025.pdf"
"TCS","Tata Consultancy Services Limited","Updates","Tata Consultancy Services Limited has informed the Exchange regarding 'Press Release - TCS and Vianai Reimagine the Future of Decision Intelligence with Conversational AI'.","17-Apr-2025 16:04:13","2025-04-17 16:04:13","17-Apr-2025 16:04:14","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_17042025160332_PR_17Apr25_final_signedv1.pdf"
"TCS","Tata Consultancy Services Limited","Copy of Newspaper Publication","Tata Consultancy Services Limited has informed the Exchange about Copy of Newspaper Publication","16-Apr-2025 20:25:33","2025-04-16 20:25:33","16-Apr-2025 20:25:34","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_16042025202307_SEINT16042025.pdf"
"TCS","Tata Consultancy Services Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Tata Consultancy Services Limited has informed the Exchange about Transcript","12-Apr-2025 17:48:29","2025-04-12 17:48:29","12-Apr-2025 17:48:29","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_12042025174801_SEInt12042025TRsigned.pdf"
"TCS","Tata Consultancy Services Limited","Copy of Newspaper Publication","Tata Consultancy Services Limited has informed the Exchange about Copy of Newspaper Publication","12-Apr-2025 17:27:15","2025-04-12 17:27:15","12-Apr-2025 17:27:15","00:00:00","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_12042025172642_SEInt12042025_signed.pdf"
"TCS","Tata Consultancy Services Limited","Analysts/Institutional Investor Meet/Con. Call Updates","Tata Consultancy Services Limited has informed the Exchange about Link of Recording","10-Apr-2025 23:09:47","2025-04-10 23:09:47","10-Apr-2025 23:09:48","00:00:01","https://nsearchives.nseindia.com/corporate/TCS_CORPCS_10042025230926_SEInt10042025signed.pdf"
